Word;--;Document;--;Sentence
maintain;--;doc5.txt;--;And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.
transparent;--;doc4.txt;--;An accountable, transparent government can break this cycle.
ultimate;--;doc4.txt;--;The Kenyan people are the ultimate guardians against abuses.
ultimate;--;doc1.txt;--;But let us also understand that ultimate victory against our enemies will come only by rebuilding our alliances and exporting those ideals that bring hope and opportunity to millions around the globe.
lugar;--;doc1.txt;--;I've worked with Republican Senator Dick Lugar to pass a law that will secure and destroy some of the world's deadliest, unguarded weapons.
lugar;--;doc6.txt;--;My third recommendation - which I'll just touch briefly on and let Senator Lugar talk about in more detail - is that we need to start thinking creatively about some of the next-generation efforts on nuclear, biological, and chemical weapons.
memory;--;doc4.txt;--;I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.
memory;--;doc1.txt;--;But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and the special interests move in, and people turn away, disappointed as before, left to struggle on their own.
begin;--;doc4.txt;--;To begin with, I discovered the warmth and sense of community that the people of Kenya possess - their sense of hopefulness even in the face of great difficulty.
begin;--;doc1.txt;--;Let us begin this hard work together.
begin;--;doc6.txt;--;Right now, rogue states and despotic regimes are looking to begin or accelerate their own nuclear programs.
begin;--;doc3.txt;--;We are here tonight because we believe that in this country, we have it within our power to say "yes" to those questions - to forge our own destiny - to begin the world anew.
begin;--;doc5.txt;--;We should also make it clear that, even after we begin to drawdown forces, we will still work with our allies in the region to combat international terrorism and prevent the spread of weapons of mass destruction.
towards;--;doc4.txt;--;We have the opportunity to muster the courage to fulfill the promise of our forefathers and lead our great nations towards a better future.
towards;--;doc5.txt;--;The goal of this conference should be to get foreign fighters out of Iraq, prevent a further descent into civil war, and push the various Iraqi factions towards a political solution.
fundamental;--;doc5.txt;--;It is simply not productive for us not to engage in discussions with Iran and Syria on an issue of such fundamental importance to all of us.
fundamental;--;doc2.txt;--;That's the promise of America - the idea that we are responsible for ourselves, but that we also rise or fall as one nation; the fundamental belief that I am my brother's keeper; I am my sister's keeper.
combat;--;doc1.txt;--;That's why I have a plan that will bring our combat troops home by March of 2008.
combat;--;doc5.txt;--;We should also make it clear that, even after we begin to drawdown forces, we will still work with our allies in the region to combat international terrorism and prevent the spread of weapons of mass destruction.
though;--;doc3.txt;--;That even though we may get involved out of civic obligation every few years, we don't always have confidence that government can make a difference in our lives.
though;--;doc5.txt;--;Rather, the question is what strategies, imperfect though they may be, are most likely to achieve the best outcome in Iraq, one that will ultimately put us on a more effective course to deal with international terrorism, nuclear proliferation, and other critical threats to our security.
quote;--;doc6.txt;--;But, when I think about what is at stake I am reminded by a quote from the late President Kennedy given in a speech at American University in 1963 about threats posed by the Soviet Union.
quote;--;doc2.txt;--;And when one of his chief advisors - the man who wrote his economic plan - was talking about the anxiety Americans are feeling, he said that we were just suffering from a "mental recession," and that we've become, and I quote, "a nation of whiners."
